gard id,unii id,disease - chemical,disease - gene - chemical,disease-phenotype-gene-chemical,disease-subclass-disease-gene-chemical,disease-variant-gene-chemical,disease-causing_gene-gene-chemical,disease-gene-gene-chemical
7887,GR120KRT6K,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
522,RBZ1571X5H,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
522,RBZ1571X5H,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6105,RBZ1571X5H,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
6105,RBZ1571X5H,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2327,8A1O1M485B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8598,8A1O1M485B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
8598,8A1O1M485B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2804,8A1O1M485B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6987,8A1O1M485B,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
7132,8A1O1M485B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7468,8A1O1M485B,FALSE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
12959,59JV96YTXV,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10428,J7A92W69L7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6591,XB13HYU18U,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,N54AIC43PW,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,N54AIC43PW,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,N54AIC43PW,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3178,N54AIC43PW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,N54AIC43PW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5877,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3178,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2356,1X70OSD4VX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6969,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,1X70OSD4VX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,1X70OSD4VX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,1X70OSD4VX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,1X70OSD4VX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9364,1X70OSD4VX,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7872,1X70OSD4VX,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6263,A3ULP0F556,FALSE,FALSE,FALSE,FALSE,failed,FALSE,FALSE
6588,A3ULP0F556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9180,A3ULP0F556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6267,A3ULP0F556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7337,A3ULP0F556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6422,VVJ6673MHY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7525,6CW7F3G59X,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13103,YI437801BE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7368,YI437801BE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
522,4FR53SIF3A,FALSE,FALSE,FALSE,FALSE,failed,FALSE,FALSE
522,4FR53SIF3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8223,4FR53SIF3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,4FR53SIF3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6560,4FR53SIF3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10482,4FR53SIF3A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
522,P93RUU11P7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8226,8GZG754X6M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8226,8GZG754X6M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8226,8GZG754X6M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5797,4Z63YK6E0E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2356,4Z63YK6E0E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6969,4Z63YK6E0E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,3A189DH42V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,failed,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,1Y740ILL1Z,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6233,8RW88Y506K,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
10328,7J8897W37S,FALSE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
7158,5L0HB4V1EW,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9433,5L0HB4V1EW,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5834,4Z8R6ORS6L,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
9307,4Z8R6ORS6L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10964,4Z8R6ORS6L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10964,4Z8R6ORS6L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10964,4Z8R6ORS6L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2356,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6886,4Z8R6ORS6L,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
6886,4Z8R6ORS6L,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
6814,4Z8R6ORS6L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6969,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,4Z8R6ORS6L,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,D2UX06XLB5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7132,F0P408N6V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8618,D2UX06XLB5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9748,D2UX06XLB5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12757,5TAA004E22,FALSE,FALSE,FALSE,FALSE,failed,FALSE,FALSE
12757,PVI5M0M1GW,FALSE,FALSE,FALSE,FALSE,failed,FALSE,FALSE
5786,PVI5M0M1GW,failed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7704,6T8C155666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10804,NY22HMQ4BX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13103,A8Q8I19Q20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3178,A8Q8I19Q20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2356,A8Q8I19Q20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7026,2PKU919BA9,FALSE,FALSE,FALSE,FALSE,failed,FALSE,FALSE
7284,3IG1E710ZN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7794,A8Q8I19Q20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8638,776B62CQ27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6105,776B62CQ27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7132,M801H13NRU,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7132,776B62CQ27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8614,776B62CQ27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8614,776B62CQ27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13124,Z9K9Y9WMVL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8609,Z9K9Y9WMVL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,HW6NV07QEC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,Z9K9Y9WMVL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5274,Z9K9Y9WMVL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5206,YO460OQ37K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10328,64FS3BFH5W,FALSE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
7108,64FS3BFH5W,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7704,P188ANX8CK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2650,Y43GF64R34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7499,W36ZG6FT64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
871,W36ZG6FT64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3178,9HW64Q8G6G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3319,W36ZG6FT64,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3319,W36ZG6FT64,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3319,W36ZG6FT64,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
13445,9HW64Q8G6G,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13445,9HW64Q8G6G,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10753,W36ZG6FT64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4457,W36ZG6FT64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7501,WM0HAQ4WNM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,WM0HAQ4WNM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13215,624KN6GM2T,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8614,W36ZG6FT64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7830,W36ZG6FT64,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7830,W36ZG6FT64,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7830,W36ZG6FT64,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7830,W36ZG6FT64,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7830,9HW64Q8G6G,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7830,9HW64Q8G6G,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7830,9HW64Q8G6G,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6987,ID912S5VON,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
10668,H789N3FKE8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5194,7G33012534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7162,7G33012534,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7796,H789N3FKE8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9912,2MRO291B4U,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7195,R60L0SM5BC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10191,R60L0SM5BC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10191,R60L0SM5BC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10191,R60L0SM5BC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10191,R60L0SM5BC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5725,N824AOU5XV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6552,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6552,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6552,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6552,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6552,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3553,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10955,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1502,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7831,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7831,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7831,NQX9KB6PCL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7831,CU8D464EDW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6552,00IBG87IQW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7446,QMG7HLD1ZE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7446,8ENZ0QJW4H,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9912,X72RBB02N8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13124,RU3FE2Y4XI,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,RU3FE2Y4XI,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5698,31C4KY9ESH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6233,31C4KY9ESH,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6233,31C4KY9ESH,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
8609,31C4KY9ESH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,31C4KY9ESH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,31C4KY9ESH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,31C4KY9ESH,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5877,CX3T89XQBK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5877,CX3T89XQBK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7368,F4H96P17NZ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13103,58IFB293JI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7026,58IFB293JI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,58IFB293JI,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9961,58IFB293JI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2658,K5BN214699,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2658,K5BN214699,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8687,XRO4566Q4R,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6859,7GR9I2683O,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
436,8K80YB5GMG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
436,37CQ2C7X93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5966,37CQ2C7X93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10927,37CQ2C7X93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2788,37CQ2C7X93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9551,9013DUQ28K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10927,9013DUQ28K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6544,CUJ2MVI71Y,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6226,25E79B5CTM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6226,25E79B5CTM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7368,25E79B5CTM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13215,M89N0Q7EQR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12656,T4H8FMA7IM,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
7108,T4H8FMA7IM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9596,HM5641GA6F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8618,436LRU32H5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
878,976728SY6Z,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
878,HEC37C70XX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6034,RU4S6E2G0J,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11902,8HF8FIN815,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11902,RU4S6E2G0J,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6851,RU4S6E2G0J,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7122,8HF8FIN815,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8598,24T2A1DOYB,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
8609,G6HRD2P839,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7026,G6HRD2P839,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7704,D99YVK4L0X,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7704,D99YVK4L0X,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5979,5Q6TZN2HNM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5979,5Q6TZN2HNM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3460,ER29L26N1X,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3112,53AH36668S,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
5194,GN5XU2DXKV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5194,GN5XU2DXKV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5194,GN5XU2DXKV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5877,4F4X42SYQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5877,4Q52C550XK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,M95KG522R0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,M95KG522R0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,M95KG522R0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,M95KG522R0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,O43472U9X8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,4F4X42SYQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,4F4X42SYQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3178,O43472U9X8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2356,O43472U9X8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2356,O43472U9X8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7880,4F4X42SYQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7880,4F4X42SYQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7352,4F4X42SYQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7527,4F4X42SYQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10949,SHS4PU80D9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5622,0GEI24LG0J,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
5622,0GEI24LG0J,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
7207,724L30Y2QR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7459,0462Z4S4OZ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7459,724L30Y2QR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8577,S8A06QG2QE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7704,4NH22NDW9H,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7826,4NH22NDW9H,TRUE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
7295,WOH1JD9AR8,TRUE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
7295,WOH1JD9AR8,TRUE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
7295,WOH1JD9AR8,TRUE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
7295,WOH1JD9AR8,TRUE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
6383,31YO63LBSN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2491,31YO63LBSN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2714,DPT0O3T46P,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2714,31YO63LBSN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2714,31YO63LBSN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9266,DPT0O3T46P,FALSE,FALSE,failed,FALSE,FALSE,FALSE,FALSE
7704,DPT0O3T46P,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,742SXX0ICT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4898,TT6HN20MVF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6224,320T6RNW1F,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6224,320T6RNW1F,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6104,YG57I8T5M0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,YG57I8T5M0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2356,YG57I8T5M0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,YG57I8T5M0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,YG57I8T5M0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13237,YG57I8T5M0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7872,YG57I8T5M0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
522,762RDY0Y2H,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6104,1X9VK9O1SC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6104,1X9VK9O1SC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6969,69G8BD63PP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6969,69G8BD63PP,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7108,69G8BD63PP,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,69G8BD63PP,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,69G8BD63PP,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7191,69G8BD63PP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,72X6E3J5AR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,72X6E3J5AR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7108,46CWK97Z3K,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,5EXC0E384L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9857,1XL6BJI034,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6733,N19A0T0E5J,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6733,10T9CSU89I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6733,N19A0T0E5J,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6733,10T9CSU89I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
538,5688UTC01R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6814,1UA8E65KDZ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6226,A61RXM4375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
